,Tm,Lg,Fld%,Rdrs,Season,RAA,WAA,RAR,WAR,Salary,Acquired,BA,OBP,SLG,OPS,OPS+,Bat,Pos_C,Pos_1B,Pos_2B,Pos_3B,Pos_SS,Pos_OF,Num_Pos,R/AB,2B/AB,3B/AB,HR/AB,RBI/AB,BB/PA,SB - CS,BB - SO,E/Def-Inn,DP/Def-Inn,cluster
78,CHC,NL,0.967,-11,2010,-2,-0.3,10,0.9,401000.0,Amateur Draft,0.254,0.316,0.5,0.816,113.0,L,0,0,0,0,0,1,1,0.16759776536312848,0.05027932960893855,0.013966480446927373,0.055865921787709494,0.1564245810055866,0.0759493670886076,5,-70,0.007711091119393394,0.0,3
79,ATL,NL,0.909,-7,2010,-1,-0.2,4,0.4,400000.0,Free Agency,0.25,0.324,0.487,0.811,117.0,S,0,0,1,1,0,0,2,0.1987179487179487,0.07051282051282051,0.00641025641025641,0.05128205128205128,0.21153846153846154,0.0903954802259887,4,-29,0.0312256049960968,0.0195160031225605,3
80,MULTIPLE,MLB,0.99,-3,2010,-12,-1.4,-6,-0.8,1850000.0,Free Agency,0.21,0.266,0.278,0.544,49.0,L,0,1,1,1,1,0,4,0.07954545454545454,0.03409090909090909,0.017045454545454544,0.0,0.11363636363636363,0.05154639175257732,3,-6,0.005035246727089627,0.08811681772406849,2
81,MIL,NL,0.961,8,2010,3,0.3,10,1.0,2100000.0,Free Agency,0.25,0.322,0.319,0.64,74.0,L,0,0,1,1,1,0,3,0.0784313725490196,0.0392156862745098,0.0,0.00980392156862745,0.10294117647058823,0.09130434782608696,0,-8,0.016344320348678835,0.06537728139471534,2
82,STL,NL,0.983,2,2010,-2,-0.3,2,0.1,400000.0,Amateur Draft,0.246,0.298,0.412,0.711,92.0,R,0,1,1,1,0,1,4,0.10526315789473684,0.06140350877192982,0.0,0.03508771929824561,0.15789473684210525,0.07258064516129033,-1,-17,0.004325259515570935,0.00865051903114187,2
83,TBR,AL,0.994,16,2010,43,4.6,68,7.0,10000000.0,Amateur Draft,0.307,0.356,0.495,0.851,135.0,L,0,0,0,0,0,1,1,0.18333333333333332,0.05,0.021666666666666667,0.03166666666666667,0.15,0.0693815987933635,37,-58,0.0015871756209824618,0.0,1
84,OAK,AL,0.989,14,2010,21,2.2,33,3.4,5000000.0,Free Agency,0.279,0.342,0.438,0.779,112.0,S,0,0,0,0,0,1,1,0.17586206896551723,0.04827586206896552,0.013793103448275862,0.027586206896551724,0.1310344827586207,0.09146341463414634,29,-19,0.0032,0.0,1
85,MULTIPLE,NL,0.958,-7,2010,-18,-1.9,-12,-1.4,1000000.0,Traded,0.22,0.294,0.298,0.592,62.0,R,0,1,1,1,1,0,4,0.05357142857142857,0.05952380952380952,0.0,0.005952380952380952,0.07738095238095238,0.08994708994708994,-3,-21,0.02398720682302772,0.04797441364605544,2
86,TEX,AL,0.981,6,2010,23,2.5,40,4.1,440000.0,Traded,0.318,0.374,0.576,0.95,146.0,R,0,0,0,0,0,1,1,0.15037593984962405,0.07769423558897243,0.007518796992481203,0.05513784461152882,0.19548872180451127,0.0853932584269663,13,-43,0.00563063063063063,0.0011261261261261261,1
87,MIN,AL,0.994,-30,2010,-22,-2.1,3,0.3,9416666.0,Amateur Draft,0.271,0.336,0.417,0.753,107.0,R,0,1,1,1,0,1,4,0.15270935960591134,0.060755336617405585,0.008210180623973728,0.022988505747126436,0.1330049261083744,0.08592592592592592,4,-35,0.004328379743182802,0.051219160294329824,2
88,OAK,AL,0.97,0,2010,6,0.7,22,2.3,2650000.0,Free Agency,0.272,0.395,0.438,0.834,129.0,L,0,0,0,0,0,1,1,0.14326647564469913,0.054441260744985676,0.0,0.03724928366762178,0.1489971346704871,0.16,0,-59,0.009514747859181731,0.0,3
89,DET,AL,0.967,6,2010,6,0.7,29,3.0,8000000.0,Free Agency,0.271,0.355,0.401,0.756,105.0,L,0,0,0,0,0,1,1,0.150278293135436,0.06679035250463822,0.00927643784786642,0.014842300556586271,0.09461966604823747,0.11256117455138662,10,-21,0.007459903021260723,0.0037299515106303614,3
90,TEX,AL,0.993,2,2010,-10,-1.0,-5,-0.5,414120.0,Amateur Draft,0.192,0.279,0.292,0.571,51.0,L,0,1,0,1,0,0,2,0.058333333333333334,0.075,0.0,0.008333333333333333,0.03333333333333333,0.11029411764705882,3,-25,0.006662225183211193,0.08994003997335111,2
91,OAK,AL,0.987,-13,2010,-6,-0.5,15,1.6,1350000.0,Waivers,0.284,0.32,0.377,0.697,91.0,R,0,0,0,0,0,1,1,0.12571428571428572,0.05333333333333334,0.005714285714285714,0.009523809523809525,0.09904761904761905,0.04634581105169341,39,-52,0.0033806626098715348,0.0016903313049357674,3
92,KCR,AL,1.0,-11,2010,4,0.5,18,1.9,4700000.0,Amateur Draft,0.318,0.384,0.443,0.827,127.0,L,0,0,0,0,0,1,1,0.13068181818181818,0.06534090909090909,0.008522727272727272,0.014204545454545454,0.10511363636363637,0.08629441624365482,0,-13,0.0,0.001312163758037003,3
93,SFG,NL,0.967,-2,2010,-9,-1.0,-6,-0.7,6000000.0,Free Agency,0.194,0.279,0.258,0.537,48.0,R,0,0,1,0,0,1,2,0.0967741935483871,0.03225806451612903,0.0,0.010752688172043012,0.10752688172043011,0.08653846153846154,-2,-7,0.009341429238673517,0.014012143858010275,2
94,WSN,NL,0.947,-7,2010,-5,-0.6,13,1.1,400000.0,Amateur Draft,0.269,0.308,0.392,0.7,89.0,R,0,0,0,0,1,1,2,0.11238095238095239,0.05142857142857143,0.007619047619047619,0.01904761904761905,0.12380952380952381,0.04878048780487805,12,-81,0.028143365615429187,0.07201390613359822,2
95,MULTIPLE,NL,0.976,-6,2010,-9,-1.1,6,0.4,410000.0,Traded,0.261,0.336,0.373,0.709,92.0,L,0,0,1,1,0,0,2,0.10681818181818181,0.05454545454545454,0.011363636363636364,0.011363636363636364,0.11818181818181818,0.09475806451612903,1,-39,0.013371537726838587,0.06781279847182425,2
96,ATL,NL,0.979,0,2010,-1,-0.2,7,0.6,2550000.0,Traded,0.25,0.302,0.438,0.739,99.0,R,0,0,0,0,0,1,1,0.12053571428571429,0.07589285714285714,0.008928571428571428,0.03125,0.13839285714285715,0.05327868852459016,2,-31,0.004464285714285714,0.0,3
97,MULTIPLE,NL,1.0,5,2010,-3,-0.4,0,0.0,415000.0,Amateur Draft,0.206,0.25,0.268,0.518,40.0,L,0,0,0,0,0,1,1,0.1134020618556701,0.020618556701030927,0.020618556701030927,0.0,0.05154639175257732,0.05660377358490566,4,-28,0.0,0.0,2
98,PHI,NL,0.919,-5,2010,-15,-1.6,-9,-1.1,1350000.0,Waivers,0.196,0.251,0.331,0.583,55.0,L,0,1,0,1,0,1,3,0.07975460122699386,0.04294478527607362,0.0,0.03067484662576687,0.09202453987730061,0.06818181818181818,0,-27,0.024193548387096774,0.012096774193548387,2
99,PIT,NL,0.985,-16,2010,-13,-1.4,2,0.0,3650000.0,Amateur Draft,0.251,0.331,0.406,0.738,100.0,S,1,1,0,0,0,1,3,0.10344827586206896,0.054187192118226604,0.0024630541871921183,0.03201970443349754,0.11083743842364532,0.08991228070175439,1,-46,0.010426441455531227,0.0041705765822124905,2
100,BOS,AL,0.996,16,2010,9,1.1,30,3.1,14000000.0,Free Agency,0.255,0.341,0.452,0.793,109.0,L,0,0,0,0,0,1,1,0.14435146443514643,0.0502092050209205,0.0041841004184100415,0.04602510460251046,0.14225941422594143,0.10989010989010989,2,-45,0.0009072763563781527,0.0009072763563781527,3
101,ARI,NL,0.984,0,2010,21,2.1,41,4.0,3400000.0,Amateur Draft,0.278,0.352,0.458,0.81,113.0,L,0,0,0,0,1,0,1,0.14690265486725665,0.0584070796460177,0.021238938053097345,0.02654867256637168,0.1079646017699115,0.09794628751974724,5,-46,0.007942180922881424,0.06830275593678024,1
102,WSN,NL,0.99,-11,2010,6,0.5,26,2.5,12000000.0,Free Agency,0.26,0.356,0.536,0.892,138.0,L,0,1,0,0,0,0,1,0.15232974910394265,0.06451612903225806,0.0035842293906810036,0.06810035842293907,0.18458781362007168,0.11882716049382716,-1,-122,0.01043338683788122,0.09550561797752809,3
103,SDP,NL,1.0,4,2010,0,-0.1,16,1.4,1000000.0,Free Agency,0.267,0.321,0.326,0.647,83.0,R,0,0,1,0,0,0,1,0.11085972850678733,0.05203619909502263,0.0,0.0022624434389140274,0.06561085972850679,0.054878048780487805,7,-8,0.0,0.07341536552579878,2
104,MULTIPLE,NL,0.995,3,2010,11,1.1,19,1.9,850000.0,Traded,0.276,0.342,0.504,0.846,125.0,L,0,1,0,0,0,1,2,0.17886178861788618,0.09349593495934959,0.0,0.044715447154471545,0.09349593495934959,0.08823529411764706,2,-36,0.0019719976336028395,0.015775981068822716,3
105,OAK,AL,0.995,8,2010,14,1.6,33,3.4,5500000.0,Traded,0.291,0.358,0.381,0.739,103.0,R,0,0,1,0,0,0,1,0.10321100917431193,0.05504587155963303,0.0,0.011467889908256881,0.11238532110091744,0.08130081300813008,1,-16,0.0030422878004259203,0.07808538687759863,3
106,BOS,AL,1.0,4,2010,-4,-0.4,-1,-0.1,496500.0,Amateur Draft,0.192,0.241,0.244,0.485,30.0,L,0,0,0,0,0,1,1,0.1282051282051282,0.05128205128205128,0.0,0.0,0.0641025641025641,0.047619047619047616,6,-5,0.0,0.0,2
107,TOR,AL,0.932,-3,2010,2,0.3,16,1.6,5175000.0,Free Agency,0.244,0.305,0.482,0.787,109.0,R,0,0,0,1,0,0,1,0.14156626506024098,0.04819277108433735,0.0,0.06325301204819277,0.1536144578313253,0.07901907356948229,1,-31,0.021398002853067047,0.019020446980504042,3
108,MIL,NL,0.964,8,2010,-10,-1.1,8,0.5,405500.0,Amateur Free Agent,0.235,0.288,0.326,0.614,66.0,R,0,0,0,0,1,1,2,0.11264822134387352,0.02766798418972332,0.019762845849802372,0.007905138339920948,0.08102766798418973,0.06521739130434782,6,-34,0.01712182176183546,0.06078246725451589,2
109,MULTIPLE,MLB,0.972,9,2010,5,0.5,24,2.3,435000.0,Amateur Draft,0.256,0.337,0.318,0.655,80.0,R,0,0,0,0,1,0,1,0.12072434607645875,0.03822937625754527,0.0,0.008048289738430584,0.07042253521126761,0.09876543209876543,4,-1,0.015265880756509203,0.09329149351200068,2
110,LAD,NL,0.996,-29,2010,2,0.1,20,1.9,5750000.0,Traded,0.292,0.364,0.493,0.857,133.0,L,0,1,0,0,0,1,2,0.13733075435203096,0.06382978723404255,0.0019342359767891683,0.04448742746615087,0.15860735009671179,0.10085470085470086,1,-43,0.0008679802100512109,0.0017359604201024218,3
111,LAA,AL,1.0,0,2010,0,0.0,0,0.0,405000.0,Traded,0.0,0.0,0.0,0.0,-100.0,R,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,0.0,0.0,0
112,DET,AL,0.992,0,2010,-7,-0.8,-4,-0.5,1550000.0,Free Agency,0.185,0.221,0.247,0.468,27.0,R,0,0,0,0,1,0,1,0.07407407407407407,0.06172839506172839,0.0,0.0,0.04938271604938271,0.0449438202247191,1,-14,0.004364906154517678,0.10475774770842428,0
113,MULTIPLE,NL,0.96,-6,2010,-34,-3.7,-20,-2.4,4500000.0,Free Agency,0.218,0.24,0.293,0.533,45.0,R,0,1,0,1,0,0,2,0.08801955990220049,0.029339853300733496,0.004889975550122249,0.012224938875305624,0.097799511002445,0.030303030303030304,0,-28,0.01450730945207008,0.0312465126659971,2
114,MIL,NL,0.997,-17,2010,-4,-0.5,18,1.5,11000000.0,Amateur Draft,0.261,0.401,0.471,0.871,135.0,L,0,1,0,0,0,0,1,0.16262975778546712,0.04325259515570934,0.0,0.05536332179930796,0.14359861591695502,0.15966386554621848,1,-24,0.002834868887313962,0.08221119773210489,3
115,KCR,AL,0.848,0,2010,1,0.1,3,0.3,422000.0,Traded,0.306,0.32,0.49,0.81,119.0,R,0,0,0,1,0,0,1,0.10204081632653061,0.0,0.0,0.061224489795918366,0.12244897959183673,0.02,0,-8,0.04716981132075472,0.0,2
116,SEA,AL,0.973,-10,2010,-14,-1.3,12,1.2,8500000.0,Free Agency,0.259,0.34,0.306,0.646,84.0,S,0,0,1,0,0,0,1,0.10299003322259136,0.03488372093023256,0.0033222591362126247,0.0016611295681063123,0.05813953488372093,0.10541310541310542,27,-40,0.013408609738884969,0.0776287932251235,2
117,MULTIPLE,NL,0.963,-3,2010,-7,-0.8,2,0.0,1000000.0,Traded,0.283,0.331,0.375,0.706,89.0,L,0,0,1,1,1,0,3,0.1,0.05416666666666667,0.0125,0.004166666666666667,0.10416666666666667,0.05747126436781609,-3,-26,0.01785360047609601,0.049593334655822253,2
118,COL,NL,0.996,4,2010,3,0.2,18,1.7,406000.0,Amateur Draft,0.26,0.347,0.41,0.757,92.0,S,0,0,0,0,0,1,1,0.1662870159453303,0.04555808656036447,0.03189066059225513,0.01366742596810934,0.08200455580865604,0.11287128712871287,5,-47,0.0010547410610695074,0.0,3
119,MULTIPLE,AL,0.989,3,2010,-9,-0.9,-1,-0.1,405000.0,Traded,0.217,0.261,0.384,0.645,74.0,R,1,1,0,1,0,1,4,0.10606060606060606,0.050505050505050504,0.005050505050505051,0.03535353535353535,0.1111111111111111,0.037914691943127965,0,-41,0.007429420505200595,0.018573551263001486,2
120,PHI,NL,1.0,-3,2010,-2,-0.2,5,0.4,470000.0,Traded,0.268,0.327,0.441,0.768,104.0,R,0,0,0,0,0,1,1,0.1340782122905028,0.07262569832402235,0.0,0.0335195530726257,0.1564245810055866,0.07106598984771574,8,-21,0.0,0.0,3
121,CIN,NL,0.917,0,2010,-2,-0.2,0,0.0,400000.0,Amateur Free Agent,0.273,0.322,0.382,0.704,88.0,L,0,0,0,1,0,0,1,0.05454545454545454,0.05454545454545454,0.0,0.01818181818181818,0.12727272727272726,0.06779661016949153,-1,-16,0.013477088948787061,0.04043126684636118,2
122,MULTIPLE,MLB,0.984,33,2010,-1,-0.2,15,1.3,5000000.0,Traded,0.249,0.3,0.383,0.683,85.0,R,0,0,0,0,0,1,1,0.1145374449339207,0.039647577092511016,0.004405286343612335,0.028634361233480177,0.14317180616740088,0.05964214711729622,5,-51,0.0036968576709796672,0.0046210720887245845,3
123,STL,NL,0.951,-5,2010,-1,-0.1,8,0.7,400000.0,Traded,0.296,0.361,0.404,0.765,109.0,R,0,1,0,1,0,0,2,0.11666666666666667,0.05,0.004166666666666667,0.016666666666666666,0.15,0.07777777777777778,0,-38,0.01607142857142857,0.039285714285714285,3
124,CHC,NL,0.995,-3,2010,0,-0.1,14,1.2,14000000.0,Free Agency,0.263,0.371,0.439,0.809,114.0,L,0,0,0,0,0,1,1,0.12569832402234637,0.055865921787709494,0.00558659217877095,0.036312849162011177,0.12290502793296089,0.14918414918414918,-1,-3,0.0012251899044351873,0.0012251899044351873,3
125,CHC,NL,1.0,0,2010,-4,-0.5,-3,-0.4,400000.0,Amateur Draft,0.143,0.226,0.179,0.404,9.0,L,0,0,0,0,0,1,1,0.10714285714285714,0.03571428571428571,0.0,0.0,0.10714285714285714,0.0967741935483871,0,-2,0.0,0.0,0
126,LAD,NL,0.955,4,2010,29,3.0,42,4.2,9500000.0,Free Agency,0.3,0.366,0.46,0.826,125.0,S,0,0,0,0,1,0,1,0.17232375979112272,0.06005221932114883,0.018276762402088774,0.020887728459530026,0.1122715404699739,0.09345794392523364,18,-20,0.023744063984004,0.05873531617095726,1
127,MIL,NL,1.0,0,2010,-1,-0.1,-1,-0.1,406500.0,Amateur Draft,0.2,0.294,0.267,0.561,53.0,L,0,0,0,1,0,1,2,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.058823529411764705,0,-7,0.0,0.0,2
128,NYY,AL,0.997,70,2010,49,5.3,70,7.4,452500.0,Amateur Draft,0.277,0.383,0.379,0.762,105.0,L,0,0,0,0,0,1,1,0.20335429769392033,0.041928721174004195,0.014675052410901468,0.010482180293501049,0.09853249475890985,0.13884007029876977,38,-22,0.0008257638315441783,0.0016515276630883566,1
129,TEX,AL,1.0,0,2010,-8,-0.9,-7,-0.8,550000.0,Waivers,0.091,0.167,0.091,0.258,-29.0,R,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.09090909090909091,0.07894736842105263,0,-1,0.0,0.09090909090909091,0
130,MIL,NL,1.0,-2,2010,-3,-0.3,-1,-0.1,2000000.0,Traded,0.197,0.23,0.366,0.596,58.0,L,0,0,0,0,0,1,1,0.09859154929577464,0.056338028169014086,0.014084507042253521,0.028169014084507043,0.11267605633802817,0.04054054054054054,-1,-14,0.0,0.008532423208191127,2
131,KCR,AL,0.986,-2,2010,-7,-0.6,3,0.3,414500.0,Traded,0.237,0.302,0.277,0.579,61.0,L,0,0,1,1,0,0,2,0.10267857142857142,0.04017857142857143,0.0,0.0,0.08035714285714286,0.07661290322580645,13,-9,0.007352941176470588,0.07904411764705882,2
132,COL,NL,0.986,-3,2010,-8,-0.9,-1,-0.2,1750000.0,Free Agency,0.244,0.378,0.398,0.776,98.0,L,0,1,0,0,0,0,1,0.09659090909090909,0.05113636363636364,0.0,0.03409090909090909,0.19886363636363635,0.15765765765765766,2,-12,0.014814814814814815,0.09259259259259259,3
133,ATL,NL,0.991,-8,2010,-11,-1.2,4,0.2,1750000.0,Free Agency,0.24,0.344,0.4,0.744,102.0,R,0,1,0,1,0,0,2,0.1262135922330097,0.043689320388349516,0.0,0.038834951456310676,0.17233009708737865,0.13043478260869565,0,-37,0.009593859929645027,0.11725828802899477,3
134,PHI,NL,0.991,-2,2010,-1,-0.1,4,0.3,1000000.0,Free Agency,0.281,0.328,0.484,0.813,114.0,L,0,1,0,0,0,1,2,0.125,0.0625,0.0,0.046875,0.171875,0.057971014492753624,1,-7,0.0073475385745775165,0.06612784717119766,3
135,CIN,NL,0.981,-42,2010,-24,-2.7,-6,-0.9,800000.0,Free Agency,0.266,0.327,0.431,0.758,101.0,R,0,0,0,0,0,1,1,0.1506849315068493,0.046966731898238745,0.005870841487279843,0.03522504892367906,0.16829745596868884,0.06830122591943957,2,-84,0.003857280617164899,0.0009643201542912247,3
136,MIL,NL,0.97,9,2010,-3,-0.3,7,0.6,1100000.0,Traded,0.247,0.298,0.357,0.655,76.0,R,0,0,0,0,0,1,1,0.13058419243986255,0.037800687285223365,0.010309278350515464,0.01718213058419244,0.08247422680412371,0.05345911949685535,15,-55,0.008089305937550558,0.0,2
137,SDP,NL,0.995,-3,2010,23,2.3,45,4.4,4875000.0,Traded,0.298,0.393,0.511,0.904,152.0,L,0,1,0,0,0,0,1,0.14720812182741116,0.05583756345177665,0.0,0.05245346869712352,0.17089678510998307,0.1341991341991342,0,-21,0.005726147018824708,0.08947104716913608,1
138,WSN,NL,0.974,8,2010,-5,-0.5,2,0.1,415500.0,Traded,0.247,0.277,0.301,0.578,57.0,R,0,1,1,1,1,1,5,0.10215053763440861,0.043010752688172046,0.005376344086021506,0.0,0.026881720430107527,0.03535353535353535,0,-23,0.012690355329949238,0.07106598984771574,2
139,MULTIPLE,MLB,0.973,27,2010,28,3.0,50,5.1,2750000.0,Traded,0.25,0.294,0.447,0.741,98.0,R,0,0,0,0,1,0,1,0.12436974789915967,0.07058823529411765,0.005042016806722689,0.03865546218487395,0.14789915966386555,0.0484375,-1,-87,0.013886858646396725,0.0847829264727379,1
140,COL,NL,0.996,4,2010,41,4.1,60,5.9,406000.0,Traded,0.336,0.376,0.598,0.974,143.0,L,0,0,0,0,0,1,1,0.1890971039182283,0.05792163543441227,0.015332197614991482,0.05792163543441227,0.19931856899488926,0.06289308176100629,18,-95,0.0008168599901976801,0.0008168599901976801,1
141,KCR,AL,0.956,-4,2010,-15,-1.5,-4,-0.5,1150000.0,Amateur Draft,0.215,0.315,0.355,0.671,84.0,L,0,1,0,1,0,1,3,0.14049586776859505,0.04132231404958678,0.0,0.03305785123966942,0.08264462809917356,0.12099644128113879,-4,-28,0.011703728473499415,0.0016719612104999163,2
142,NYY,AL,0.994,24,2010,23,2.5,43,4.4,5500000.0,Traded,0.247,0.324,0.468,0.792,108.0,L,0,0,0,0,0,1,1,0.1630901287553648,0.03648068669527897,0.015021459227467811,0.05150214592274678,0.14377682403433475,0.10037878787878787,10,-63,0.0017855548611731098,0.0017855548611731098,1
143,OAK,AL,0.992,0,2010,-11,-1.1,-2,-0.3,750000.0,Free Agency,0.239,0.29,0.311,0.601,65.0,L,0,0,0,0,0,1,1,0.12162162162162163,0.04954954954954955,0.0045045045045045045,0.0045045045045045045,0.11261261261261261,0.06967213114754098,4,-22,0.0018148820326678765,0.0,2
144,CLE,AL,0.986,-1,2010,-3,-0.3,2,0.2,600000.0,Free Agency,0.273,0.328,0.273,0.6,71.0,R,0,0,1,0,0,0,1,0.09090909090909091,0.0,0.0,0.0,0.1,0.06722689075630252,2,-2,0.008768084173608066,0.09644892590968873,2
145,TEX,AL,0.935,-9,2010,-7,-0.6,18,1.8,5500000.0,Free Agency,0.3,0.345,0.496,0.841,119.0,R,0,0,0,0,0,1,1,0.1399662731871838,0.045531197301854974,0.0016863406408094434,0.048903878583473864,0.19392917369308602,0.05443234836702955,-1,-25,0.01597444089456869,0.0,3
146,DET,AL,0.983,-4,2010,-5,-0.5,5,0.5,13000000.0,Traded,0.273,0.327,0.419,0.746,101.0,S,0,0,1,0,0,1,2,0.10276679841897234,0.06719367588932806,0.003952569169960474,0.023715415019762844,0.13438735177865613,0.07636363636363637,-1,-20,0.00949893137022085,0.0759914509617668,2
147,MULTIPLE,MLB,0.971,-15,2010,-23,-2.4,-3,-0.4,12000000.0,Free Agency,0.258,0.314,0.416,0.73,98.0,R,0,0,0,0,0,1,1,0.1049618320610687,0.04198473282442748,0.003816793893129771,0.03625954198473282,0.14694656488549618,0.05545927209705372,1,-81,0.006847751654873316,0.0,2
148,SEA,AL,1.0,0,2010,-2,-0.1,22,2.2,2312500.0,Traded,0.245,0.303,0.363,0.666,87.0,R,0,0,0,0,0,1,1,0.1073943661971831,0.04401408450704225,0.00528169014084507,0.02112676056338028,0.11267605633802817,0.0794912559618442,22,-87,0.0,0.0,3
149,MULTIPLE,MLB,0.974,-10,2010,-20,-2.2,-7,-0.9,8000000.0,Traded,0.266,0.311,0.337,0.648,76.0,S,0,0,1,0,1,1,3,0.13150684931506848,0.03287671232876712,0.010958904109589041,0.005479452054794521,0.07123287671232877,0.050505050505050504,2,-43,0.014941591958706871,0.05025808204292312,2
150,SDP,NL,1.0,36,2010,12,1.2,22,2.2,419800.0,Traded,0.204,0.304,0.287,0.591,68.0,L,0,0,0,0,0,1,1,0.10380622837370242,0.031141868512110725,0.010380622837370242,0.010380622837370242,0.06920415224913495,0.12094395280235988,13,-9,0.0,0.0,2
151,SDP,NL,0.985,7,2010,-1,-0.2,14,1.2,2125000.0,Free Agency,0.244,0.299,0.353,0.652,83.0,R,0,0,1,1,1,1,4,0.12325581395348838,0.030232558139534883,0.004651162790697674,0.023255813953488372,0.11627906976744186,0.06512605042016807,3,-23,0.007298509018871859,0.0552601397143155,2
152,SDP,NL,0.973,14,2010,1,0.0,11,1.0,2450000.0,Traded,0.21,0.295,0.346,0.64,80.0,R,0,0,0,0,0,1,1,0.1152542372881356,0.03389830508474576,0.0,0.03389830508474576,0.12203389830508475,0.09226190476190477,5,-38,0.0061068702290076335,0.0015267175572519084,2
153,TEX,AL,0.985,22,2010,64,6.7,85,8.7,3250000.0,Traded,0.359,0.411,0.633,1.044,170.0,L,0,0,0,0,0,1,1,0.1833976833976834,0.07722007722007722,0.005791505791505791,0.06177606177606178,0.19305019305019305,0.07530647985989491,7,-52,0.003867723844517501,0.0019338619222587505,1
154,CIN,NL,0.991,4,2010,16,1.6,23,2.3,415000.0,Amateur Free Agent,0.3,0.405,0.429,0.834,124.0,R,1,0,0,0,0,0,1,0.12315270935960591,0.054187192118226604,0.0,0.024630541871921183,0.19704433497536947,0.13580246913580246,0,12,0.007616146230007615,0.007616146230007615,3
155,MIN,AL,0.976,-5,2010,-1,0.0,13,1.3,5100000.0,Traded,0.268,0.32,0.394,0.714,96.0,R,0,0,0,0,1,0,1,0.12941176470588237,0.05588235294117647,0.008823529411764706,0.01764705882352941,0.11176470588235295,0.07466666666666667,0,-26,0.012819018762382006,0.07225265120615312,2
156,MIN,AL,1.0,-5,2010,-15,-1.5,-10,-1.1,1450000.0,Traded,0.157,0.233,0.213,0.446,24.0,R,0,1,1,1,1,0,4,0.10185185185185185,0.027777777777777776,0.0,0.009259259259259259,0.037037037037037035,0.075,0,-14,0.0,0.03246753246753247,0
157,WSN,NL,0.973,-3,2010,-14,-1.5,-6,-0.7,1500000.0,Free Agency,0.183,0.291,0.362,0.653,76.0,L,0,0,0,1,0,1,2,0.11160714285714286,0.026785714285714284,0.008928571428571428,0.044642857142857144,0.14285714285714285,0.12595419847328243,3,-27,0.006723442402510086,0.0,2
158,MIL,NL,0.993,6,2010,21,2.1,40,3.9,4800000.0,Amateur Draft,0.283,0.34,0.525,0.865,130.0,R,0,0,0,0,0,1,1,0.16308243727598568,0.06093189964157706,0.007168458781362007,0.05555555555555555,0.1827956989247312,0.0732899022801303,1,-95,0.0016680567139282735,0.0008340283569641367,1
159,MULTIPLE,MLB,0.994,-12,2010,-14,-1.5,-3,-0.4,7500000.0,Amateur Draft,0.245,0.338,0.419,0.758,94.0,L,0,1,0,0,0,1,2,0.1040268456375839,0.07046979865771812,0.006711409395973154,0.030201342281879196,0.1476510067114094,0.12138728323699421,1,-43,0.0016835016835016834,0.011784511784511785,3
160,SDP,NL,0.966,14,2010,19,1.9,40,3.9,427700.0,Amateur Draft,0.264,0.327,0.375,0.702,97.0,S,0,0,0,1,0,0,1,0.12622950819672132,0.047540983606557376,0.004918032786885246,0.018032786885245903,0.09508196721311475,0.0830860534124629,12,-83,0.00923820352472996,0.014923251847640704,1
161,FLA,NL,0.958,-5,2010,-16,-1.8,-7,-0.9,950000.0,Purchased,0.22,0.3,0.346,0.646,72.0,R,0,1,0,1,0,0,2,0.0984251968503937,0.047244094488188976,0.015748031496062992,0.015748031496062992,0.15354330708661418,0.09059233449477352,-2,-50,0.013252555850056795,0.015145778114350623,2
162,COL,NL,0.992,6,2010,-10,-1.2,5,0.2,17775000.0,Amateur Draft,0.256,0.362,0.367,0.728,87.0,L,0,1,0,0,0,0,1,0.12060301507537688,0.04522613065326633,0.002512562814070352,0.020100502512562814,0.09296482412060302,0.1416490486257928,0,-23,0.008445945945945945,0.12246621621621621,2
163,MULTIPLE,AL,0.968,7,2010,-9,-0.9,0,-0.1,3345000.0,Traded,0.216,0.268,0.351,0.619,65.0,L,0,0,0,0,0,1,1,0.08558558558558559,0.05405405405405406,0.0,0.02702702702702703,0.13063063063063063,0.06694560669456066,1,-42,0.007797270955165692,0.0,2
164,ATL,NL,1.0,0,2010,-1,-0.1,-1,-0.1,400000.0,Amateur Free Agent,0.111,0.111,0.444,0.556,42.0,R,0,0,1,0,1,0,2,0.5555555555555556,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0,-4,0.0,0.14285714285714285,3
165,CIN,NL,0.994,-8,2010,1,0.0,12,1.1,3868376.0,Free Agency,0.297,0.364,0.428,0.792,112.0,R,1,1,0,0,0,0,2,0.09584664536741214,0.05750798722044728,0.003194888178913738,0.022364217252396165,0.15335463258785942,0.08238636363636363,0,-20,0.005305039787798408,0.007957559681697613,3
166,ATL,NL,0.976,30,2010,45,4.6,64,6.4,400000.0,Amateur Draft,0.277,0.393,0.456,0.849,131.0,L,0,0,0,0,0,1,1,0.1596153846153846,0.05576923076923077,0.009615384615384616,0.03461538461538462,0.13846153846153847,0.14606741573033707,5,-37,0.0050163029847002764,0.0008360504974500461,1
